image_idx,image_name,level,rank,base_neuron,base_act,lora_neuron,lora_act,match,base_neuron_in_lora_rank,lora_neuron_in_base_rank
24,v_ApplyEyeMakeup_g05_c02.jpg,global,5,33331,8.7981,33331,8.8712,True,5,5
24,v_ApplyEyeMakeup_g05_c02.jpg,patch88,1,38515,1.7293,38515,1.8371,True,1,1
24,v_ApplyEyeMakeup_g05_c02.jpg,patch88,2,25790,1.1423,25790,1.2095,True,2,2
24,v_ApplyEyeMakeup_g05_c02.jpg,patch88,3,34321,1.0881,34321,1.1495,True,3,3
24,v_ApplyEyeMakeup_g05_c02.jpg,patch88,4,21540,0.9021,29767,0.944,False,,5
24,v_ApplyEyeMakeup_g05_c02.jpg,patch88,5,29767,0.8674,3642,0.8661,False,4,
25,v_ApplyEyeMakeup_g05_c03.jpg,global,1,2099,21.5592,2099,21.5883,True,1,1
25,v_ApplyEyeMakeup_g05_c03.jpg,global,2,38459,21.2532,38459,21.3242,True,2,2
25,v_ApplyEyeMakeup_g05_c03.jpg,global,3,4594,17.0356,4594,16.9746,True,3,3
25,v_ApplyEyeMakeup_g05_c03.jpg,global,4,41801,13.4589,41801,13.421,True,4,4
25,v_ApplyEyeMakeup_g05_c03.jpg,global,5,33331,8.694,33331,8.7585,True,5,5
25,v_ApplyEyeMakeup_g05_c03.jpg,patch88,1,38515,1.7226,38515,1.7883,True,1,1
25,v_ApplyEyeMakeup_g05_c03.jpg,patch88,2,3642,1.2268,3642,1.4425,True,2,2
